year,industry,occupation,job_vacancy_rate
2021,accommodation and food services,"non-professionals, managers and executives",5.8
2021,accommodation,"professionals, managers, executives and technicians",4.3
2021,accommodation,"clerical, sales and services workers",7.4
2021,accommodation,"production and transport operators, cleaners and labourers",10.7
2021,accommodation,"professionals, managers and executives",3.4
2021,accommodation,"non-professionals, managers and executives",7.5
2021,food and beverage services,"professionals, managers, executives and technicians",4.8
2021,food and beverage services,"clerical, sales and services workers",5.6
2021,food and beverage services,"production and transport operators, cleaners and labourers",5.4
2021,food and beverage services,"professionals, managers and executives",4.2
2021,food and beverage services,"non-professionals, managers and executives",5.6
2021,information and communications,"professionals, managers, executives and technicians",9.3
2021,information and communications,"clerical, sales and services workers",5
2021,information and communications,"production and transport operators, cleaners and labourers",6.8
2021,information and communications,"professionals, managers and executives",9
2021,information and communications,"non-professionals, managers and executives",8.9
2021,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",5.9
2021,"telecommunications, broadcasting and publishing","clerical, sales and services workers",2.8
2021,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2021,"telecommunications, broadcasting and publishing","professionals, managers and executives",6.4
2021,"telecommunications, broadcasting and publishing","non-professionals, managers and executives",4.7
2021,it and other information services,"professionals, managers, executives and technicians",10.5
2021,it and other information services,"clerical, sales and services workers",7
2021,it and other information services,"production and transport operators, cleaners and labourers",7.6
2021,it and other information services,"professionals, managers and executives",9.9
2021,it and other information services,"non-professionals, managers and executives",10.8
2021,financial and insurance services,"professionals, managers, executives and technicians",5.2
2021,financial and insurance services,"clerical, sales and services workers",3
2021,financial and insurance services,"production and transport operators, cleaners and labourers",3.8
2021,financial and insurance services,"professionals, managers and executives",5.4
2021,financial and insurance services,"non-professionals, managers and executives",4.5
2021,financial services,"professionals, managers, executives and technicians",5.5
2021,financial services,"clerical, sales and services workers",3.4
2021,financial services,"production and transport operators, cleaners and labourers",3.8
2021,financial services,"professionals, managers and executives",5.6
2021,financial services,"non-professionals, managers and executives",4.8
2021,insurance services,"professionals, managers, executives and technicians",3.3
2021,insurance services,"clerical, sales and services workers",-
2021,insurance services,"production and transport operators, cleaners and labourers",-
2021,insurance services,"professionals, managers and executives",3.3
2021,insurance services,"non-professionals, managers and executives",3
2021,real estate services,"professionals, managers, executives and technicians",3.9
2021,real estate services,"clerical, sales and services workers",3.7
2021,real estate services,"production and transport operators, cleaners and labourers",4.2
2021,real estate services,"professionals, managers and executives",4.7
2021,real estate services,"non-professionals, managers and executives",3.6
2021,professional services,"professionals, managers, executives and technicians",5.3
2021,professional services,"clerical, sales and services workers",3.6
2021,professional services,"production and transport operators, cleaners and labourers",4.2
2021,professional services,"professionals, managers and executives",5.1
2021,professional services,"non-professionals, managers and executives",5
2021,"legal, accounting and management services","professionals, managers, executives and technicians",5.7
2021,"legal, accounting and management services","clerical, sales and services workers",3.4
2021,"legal, accounting and management services","production and transport operators, cleaners and labourers",6.2
2021,"legal, accounting and management services","professionals, managers and executives",5.5
2021,"legal, accounting and management services","non-professionals, managers and executives",5.4
2021,architectural and engineering services,"professionals, managers, executives and technicians",4.6
2021,architectural and engineering services,"clerical, sales and services workers",4.5
2021,architectural and engineering services,"production and transport operators, cleaners and labourers",4.1
2021,architectural and engineering services,"professionals, managers and executives",4.6
2021,architectural and engineering services,"non-professionals, managers and executives",4.4
2021,other professional services,"professionals, managers, executives and technicians",4.7
2021,other professional services,"clerical, sales and services workers",-
2021,other professional services,"production and transport operators, cleaners and labourers",-
2021,other professional services,"professionals, managers and executives",4
2021,other professional services,"non-professionals, managers and executives",5
2021,administrative and support services,"professionals, managers, executives and technicians",4.9
2021,administrative and support services,"clerical, sales and services workers",4.8
2021,administrative and support services,"production and transport operators, cleaners and labourers",4
2021,administrative and support services,"professionals, managers and executives",4.4
2021,administrative and support services,"non-professionals, managers and executives",4.4
2021,security and investigation,"professionals, managers, executives and technicians",3.2
2021,security and investigation,"clerical, sales and services workers",4.7
2021,security and investigation,"production and transport operators, cleaners and labourers",7.7
2021,security and investigation,"professionals, managers and executives",-
2021,security and investigation,"non-professionals, managers and executives",5
2021,cleaning and landscaping,"professionals, managers, executives and technicians",3.3
2021,cleaning and landscaping,"clerical, sales and services workers",1.6
2021,cleaning and landscaping,"production and transport operators, cleaners and labourers",3.3
2021,cleaning and landscaping,"professionals, managers and executives",-
2021,cleaning and landscaping,"non-professionals, managers and executives",3.2
2021,other administrative and support services,"professionals, managers, executives and technicians",5.7
2021,other administrative and support services,"clerical, sales and services workers",6.1
2021,other administrative and support services,"production and transport operators, cleaners and labourers",6
2021,other administrative and support services,"professionals, managers and executives",5.5
2021,other administrative and support services,"non-professionals, managers and executives",5.9
2021,"community, social and personal services","professionals, managers, executives and technicians",4.6
2021,"community, social and personal services","clerical, sales and services workers",5.2
2021,"community, social and personal services","production and transport operators, cleaners and labourers",4.5
2021,"community, social and personal services","professionals, managers and executives",4.5
2021,"community, social and personal services","non-professionals, managers and executives",4.9
2021,public administration and education,"professionals, managers, executives and technicians",4.8
2021,public administration and education,"clerical, sales and services workers",6.1
2021,public administration and education,"production and transport operators, cleaners and labourers",2.9
2021,public administration and education,"professionals, managers and executives",4.8
2021,public administration and education,"non-professionals, managers and executives",4.8
2021,health and social services,"professionals, managers, executives and technicians",4.5
2021,health and social services,"clerical, sales and services workers",6.5
2021,health and social services,"production and transport operators, cleaners and labourers",5.7
2021,health and social services,"professionals, managers and executives",3.9
2021,health and social services,"non-professionals, managers and executives",5.8
2021,"arts, entertainment and recreation","professionals, managers, executives and technicians",3.4
2021,"arts, entertainment and recreation","clerical, sales and services workers",3.1
2021,"arts, entertainment and recreation","production and transport operators, cleaners and labourers",6.1
2021,"arts, entertainment and recreation","professionals, managers and executives",3.6
2021,"arts, entertainment and recreation","non-professionals, managers and executives",3.5
2021,"other community, social and personal services","professionals, managers, executives and technicians",3.7
2021,"other community, social and personal services","clerical, sales and services workers",4.4
2021,"other community, social and personal services","production and transport operators, cleaners and labourers",3.4
2021,"other community, social and personal services","professionals, managers and executives",3.8
2021,"other community, social and personal services","non-professionals, managers and executives",3.9
2021,others,"professionals, managers, executives and technicians",3.4
2021,others,"clerical, sales and services workers",-
2021,others,"production and transport operators, cleaners and labourers",3.7
2021,others,"professionals, managers and executives",3.5
2021,others,"non-professionals, managers and executives",3.3
2022,manufacturing,"professionals, managers, executives and technicians",4
2022,manufacturing,"clerical, sales and services workers",4.2
2022,manufacturing,"production and transport operators, cleaners and labourers",4
2022,manufacturing,"professionals, managers and executives",3.8
2022,manufacturing,"non-professionals, managers and executives",4.1
2022,"food, beverages and tobacco","professionals, managers, executives and technicians",3
2022,"food, beverages and tobacco","clerical, sales and services workers",5.2
2022,"food, beverages and tobacco","production and transport operators, cleaners and labourers",4.7
2022,"food, beverages and tobacco","professionals, managers and executives",2.2
2022,"food, beverages and tobacco","non-professionals, managers and executives",4.7
2022,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",4.1
2022,"paper,rubber,plastic products and printing","clerical, sales and services workers",-
2022,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",5.5
2022,"paper,rubber,plastic products and printing","professionals, managers and executives",3
2022,"paper,rubber,plastic products and printing","non-professionals, managers and executives",5.2
2022,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",3
2022,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",4.3
2022,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",4.5
2022,"petroleum, chemical and pharmaceutical products","professionals, managers and executives",2.4
2022,"petroleum, chemical and pharmaceutical products","non-professionals, managers and executives",3.9
2022,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",5
2022,"fabricated metal products, machinery and equipment","clerical, sales and services workers",3.8
2022,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",4.5
2022,"fabricated metal products, machinery and equipment","professionals, managers and executives",4.4
2022,"fabricated metal products, machinery and equipment","non-professionals, managers and executives",4.7
2022,"electronic, computer and optical products","professionals, managers, executives and technicians",3.8
2022,"electronic, computer and optical products","clerical, sales and services workers",3.3
2022,"electronic, computer and optical products","production and transport operators, cleaners and labourers",4.7
2022,"electronic, computer and optical products","professionals, managers and executives",3.9
2022,"electronic, computer and optical products","non-professionals, managers and executives",4.1
2022,transport equipment,"professionals, managers, executives and technicians",4.3
2022,transport equipment,"clerical, sales and services workers",3.2
2022,transport equipment,"production and transport operators, cleaners and labourers",2.6
2022,transport equipment,"professionals, managers and executives",4.8
2022,transport equipment,"non-professionals, managers and executives",3.1
2022,other manufacturing industries,"professionals, managers, executives and technicians",4.4
2022,other manufacturing industries,"clerical, sales and services workers",4
2022,other manufacturing industries,"production and transport operators, cleaners and labourers",3.1
2022,other manufacturing industries,"professionals, managers and executives",4
2022,other manufacturing industries,"non-professionals, managers and executives",3.6
2022,construction,"professionals, managers, executives and technicians",3.5
2022,construction,"clerical, sales and services workers",3.9
2022,construction,"production and transport operators, cleaners and labourers",3.5
2022,construction,"professionals, managers and executives",2.5
2022,construction,"non-professionals, managers and executives",3.7
2022,services,"professionals, managers, executives and technicians",5.6
2022,services,"clerical, sales and services workers",6.3
2022,services,"production and transport operators, cleaners and labourers",4.9
2022,services,"professionals, managers and executives",5.5
2022,services,"non-professionals, managers and executives",5.7
2022,wholesale and retail trade,"professionals, managers, executives and technicians",3.6
2022,wholesale and retail trade,"clerical, sales and services workers",6.8
2022,wholesale and retail trade,"production and transport operators, cleaners and labourers",4.2
2022,wholesale and retail trade,"professionals, managers and executives",3
2022,wholesale and retail trade,"non-professionals, managers and executives",5.4
2022,wholesale trade,"professionals, managers, executives and technicians",3.6
2022,wholesale trade,"clerical, sales and services workers",4.8
2022,wholesale trade,"production and transport operators, cleaners and labourers",4.1
2022,wholesale trade,"professionals, managers and executives",3.1
2022,wholesale trade,"non-professionals, managers and executives",4.3
2022,retail trade,"professionals, managers, executives and technicians",3.6
2022,retail trade,"clerical, sales and services workers",8
2022,retail trade,"production and transport operators, cleaners and labourers",4.8
2022,retail trade,"professionals, managers and executives",2.7
2022,retail trade,"non-professionals, managers and executives",7
2022,transportation and storage,"professionals, managers, executives and technicians",3.6
2022,transportation and storage,"clerical, sales and services workers",5.5
2022,transportation and storage,"production and transport operators, cleaners and labourers",5.8
2022,transportation and storage,"professionals, managers and executives",3.2
2022,transportation and storage,"non-professionals, managers and executives",5.4
2022,land transport and supporting services,"professionals, managers, executives and technicians",2.8
2022,land transport and supporting services,"clerical, sales and services workers",5.2
2022,land transport and supporting services,"production and transport operators, cleaners and labourers",4.8
2022,land transport and supporting services,"professionals, managers and executives",-
2022,land transport and supporting services,"non-professionals, managers and executives",4.7
2022,water transport and supporting services,"professionals, managers, executives and technicians",3.7
2022,water transport and supporting services,"clerical, sales and services workers",10.6
2022,water transport and supporting services,"production and transport operators, cleaners and labourers",3.2
2022,water transport and supporting services,"professionals, managers and executives",4.6
2022,water transport and supporting services,"non-professionals, managers and executives",4.1
2022,air transport and supporting services,"professionals, managers, executives and technicians",3.8
2022,air transport and supporting services,"clerical, sales and services workers",4.4
2022,air transport and supporting services,"production and transport operators, cleaners and labourers",15.9
2022,air transport and supporting services,"professionals, managers and executives",1.9
2022,air transport and supporting services,"non-professionals, managers and executives",6.2
2022,other transport and storage services,"professionals, managers, executives and technicians",3.7
2022,other transport and storage services,"clerical, sales and services workers",6
2022,other transport and storage services,"production and transport operators, cleaners and labourers",6.6
2022,other transport and storage services,"professionals, managers and executives",3.2
2022,other transport and storage services,"non-professionals, managers and executives",6
2022,accommodation and food services,"professionals, managers, executives and technicians",5.7
2022,accommodation and food services,"clerical, sales and services workers",7.3
2022,accommodation and food services,"production and transport operators, cleaners and labourers",5.9
2022,accommodation and food services,"professionals, managers and executives",5
2022,accommodation and food services,"non-professionals, managers and executives",6.8
2022,accommodation,"professionals, managers, executives and technicians",6.2
2022,accommodation,"clerical, sales and services workers",12.1
2022,accommodation,"production and transport operators, cleaners and labourers",12.9
2022,accommodation,"professionals, managers and executives",4.1
2022,accommodation,"non-professionals, managers and executives",11.1
2022,food and beverage services,"professionals, managers, executives and technicians",5.6
2022,food and beverage services,"clerical, sales and services workers",6.8
2022,food and beverage services,"production and transport operators, cleaners and labourers",4.9
2022,food and beverage services,"professionals, managers and executives",5.3
2022,food and beverage services,"non-professionals, managers and executives",6.2
2022,information and communications,"professionals, managers, executives and technicians",9.1
2022,information and communications,"clerical, sales and services workers",4.7
2022,information and communications,"production and transport operators, cleaners and labourers",10.1
2022,information and communications,"professionals, managers and executives",9.2
2022,information and communications,"non-professionals, managers and executives",8.1
2022,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",6.6
2022,"telecommunications, broadcasting and publishing","clerical, sales and services workers",2.2
2022,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2022,"telecommunications, broadcasting and publishing","professionals, managers and executives",7.7
2022,"telecommunications, broadcasting and publishing","non-professionals, managers and executives",4.2
2022,it and other information services,"professionals, managers, executives and technicians",10
2022,it and other information services,"clerical, sales and services workers",7
2022,it and other information services,"production and transport operators, cleaners and labourers",11.4
2022,it and other information services,"professionals, managers and executives",9.7
2022,it and other information services,"non-professionals, managers and executives",10
2022,financial and insurance services,"professionals, managers, executives and technicians",5.7
2022,financial and insurance services,"clerical, sales and services workers",4.6
2022,financial and insurance services,"production and transport operators, cleaners and labourers",2.7
2022,financial and insurance services,"professionals, managers and executives",5.8
2022,financial and insurance services,"non-professionals, managers and executives",5.3
2022,financial services,"professionals, managers, executives and technicians",6
2022,financial services,"clerical, sales and services workers",4.5
2022,financial services,"production and transport operators, cleaners and labourers",2.7
2022,financial services,"professionals, managers and executives",6
2022,financial services,"non-professionals, managers and executives",5.5
2022,insurance services,"professionals, managers, executives and technicians",4
2022,insurance services,"clerical, sales and services workers",4.9
2022,insurance services,"production and transport operators, cleaners and labourers",-
2022,insurance services,"professionals, managers and executives",3.5
2022,insurance services,"non-professionals, managers and executives",4.6
2022,real estate services,"professionals, managers, executives and technicians",4.6
2022,real estate services,"clerical, sales and services workers",6.4
2022,real estate services,"production and transport operators, cleaners and labourers",5.1
2022,real estate services,"professionals, managers and executives",5.1
2022,real estate services,"non-professionals, managers and executives",5
2022,professional services,"professionals, managers, executives and technicians",5.8
2022,professional services,"clerical, sales and services workers",5
2022,professional services,"production and transport operators, cleaners and labourers",3.6
2022,professional services,"professionals, managers and executives",5.5
2022,professional services,"non-professionals, managers and executives",5.4
2022,"legal, accounting and management services","professionals, managers, executives and technicians",6.2
2022,"legal, accounting and management services","clerical, sales and services workers",4.8
2022,"legal, accounting and management services","production and transport operators, cleaners and labourers",4.7
2022,"legal, accounting and management services","professionals, managers and executives",5.8
2022,"legal, accounting and management services","non-professionals, managers and executives",6.2
2022,architectural and engineering services,"professionals, managers, executives and technicians",5.6
2022,architectural and engineering services,"clerical, sales and services workers",4.6
2022,architectural and engineering services,"production and transport operators, cleaners and labourers",3.6
2022,architectural and engineering services,"professionals, managers and executives",5.3
2022,architectural and engineering services,"non-professionals, managers and executives",4.6
2022,other professional services,"professionals, managers, executives and technicians",4.8
2022,other professional services,"clerical, sales and services workers",7
2022,other professional services,"production and transport operators, cleaners and labourers",-
2022,other professional services,"professionals, managers and executives",4.4
2022,other professional services,"non-professionals, managers and executives",5.2
2022,administrative and support services,"professionals, managers, executives and technicians",5.7
2022,administrative and support services,"clerical, sales and services workers",5.2
2022,administrative and support services,"production and transport operators, cleaners and labourers",4.3
2022,administrative and support services,"professionals, managers and executives",5.4
2022,administrative and support services,"non-professionals, managers and executives",4.8
2022,security and investigation,"professionals, managers, executives and technicians",4.7
2022,security and investigation,"clerical, sales and services workers",5.3
2022,security and investigation,"production and transport operators, cleaners and labourers",6.4
2022,security and investigation,"professionals, managers and executives",2.3
2022,security and investigation,"non-professionals, managers and executives",5.7
2022,cleaning and landscaping,"professionals, managers, executives and technicians",3
2022,cleaning and landscaping,"clerical, sales and services workers",3.9
2022,cleaning and landscaping,"production and transport operators, cleaners and labourers",3.4
2022,cleaning and landscaping,"professionals, managers and executives",2.1
2022,cleaning and landscaping,"non-professionals, managers and executives",3.4
2022,other administrative and support services,"professionals, managers, executives and technicians",6.7
2022,other administrative and support services,"clerical, sales and services workers",5.6
2022,other administrative and support services,"production and transport operators, cleaners and labourers",7
2022,other administrative and support services,"professionals, managers and executives",7.2
2022,other administrative and support services,"non-professionals, managers and executives",6.3
2022,"community, social and personal services","professionals, managers, executives and technicians",5.5
2022,"community, social and personal services","clerical, sales and services workers",6.3
2022,"community, social and personal services","production and transport operators, cleaners and labourers",4.8
2022,"community, social and personal services","professionals, managers and executives",5.3
2022,"community, social and personal services","non-professionals, managers and executives",5.9
2022,public administration and education,"professionals, managers, executives and technicians",5.3
2022,public administration and education,"clerical, sales and services workers",8.3
2022,public administration and education,"production and transport operators, cleaners and labourers",2.8
2022,public administration and education,"professionals, managers and executives",5.4
2022,public administration and education,"non-professionals, managers and executives",5.4
2022,health and social services,"professionals, managers, executives and technicians",6.1
2022,health and social services,"clerical, sales and services workers",5.5
2022,health and social services,"production and transport operators, cleaners and labourers",5
2022,health and social services,"professionals, managers and executives",5.2
2022,health and social services,"non-professionals, managers and executives",6.4
2022,"arts, entertainment and recreation","professionals, managers, executives and technicians",4.7
2022,"arts, entertainment and recreation","clerical, sales and services workers",7.8
2022,"arts, entertainment and recreation","production and transport operators, cleaners and labourers",8.8
2022,"arts, entertainment and recreation","professionals, managers and executives",4.7
2022,"arts, entertainment and recreation","non-professionals, managers and executives",7.3
2022,"other community, social and personal services","professionals, managers, executives and technicians",4.9
2022,"other community, social and personal services","clerical, sales and services workers",5.5
2022,"other community, social and personal services","production and transport operators, cleaners and labourers",3.4
2022,"other community, social and personal services","professionals, managers and executives",4.9
2022,"other community, social and personal services","non-professionals, managers and executives",4.8
2022,others,"professionals, managers, executives and technicians",3.4
2022,others,"clerical, sales and services workers",-
2022,others,"production and transport operators, cleaners and labourers",3.2
2022,others,"professionals, managers and executives",3.9
2022,others,"non-professionals, managers and executives",2.9
2023,manufacturing,"professionals, managers, executives and technicians",2.4
2023,manufacturing,"clerical, sales and services workers",3.2
2023,manufacturing,"production and transport operators, cleaners and labourers",2
2023,manufacturing,"professionals, managers and executives",2.2
2023,manufacturing,"non-professionals, managers and executives",2.4
2023,"food, beverages and tobacco","professionals, managers, executives and technicians",2.5
2023,"food, beverages and tobacco","clerical, sales and services workers",3.7
2023,"food, beverages and tobacco","production and transport operators, cleaners and labourers",3.4
2023,"food, beverages and tobacco","professionals, managers and executives",2
2023,"food, beverages and tobacco","non-professionals, managers and executives",3.4
2023,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",3.2
2023,"paper,rubber,plastic products and printing","clerical, sales and services workers",-
2023,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",2.2
2023,"paper,rubber,plastic products and printing","professionals, managers and executives",3.6
2023,"paper,rubber,plastic products and printing","non-professionals, managers and executives",2.4
2023,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",2.6
2023,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",6.4
2023,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",2.3
2023,"petroleum, chemical and pharmaceutical products","professionals, managers and executives",2.4
2023,"petroleum, chemical and pharmaceutical products","non-professionals, managers and executives",2.9
2023,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",2.5
2023,"fabricated metal products, machinery and equipment","clerical, sales and services workers",2.6
2023,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.7
2023,"fabricated metal products, machinery and equipment","professionals, managers and executives",2.4
2023,"fabricated metal products, machinery and equipment","non-professionals, managers and executives",2.1
2023,"electronic, computer and optical products","professionals, managers, executives and technicians",1.5
2023,"electronic, computer and optical products","clerical, sales and services workers",-
2023,"electronic, computer and optical products","production and transport operators, cleaners and labourers",1
2023,"electronic, computer and optical products","professionals, managers and executives",1.6
2023,"electronic, computer and optical products","non-professionals, managers and executives",1.2
2023,transport equipment,"professionals, managers, executives and technicians",3.1
2023,transport equipment,"clerical, sales and services workers",3
2023,transport equipment,"production and transport operators, cleaners and labourers",2.3
2023,transport equipment,"professionals, managers and executives",3.7
2023,transport equipment,"non-professionals, managers and executives",2.5
2023,other manufacturing industries,"professionals, managers, executives and technicians",3
2023,other manufacturing industries,"clerical, sales and services workers",2.7
2023,other manufacturing industries,"production and transport operators, cleaners and labourers",2
2023,other manufacturing industries,"professionals, managers and executives",2.2
2023,other manufacturing industries,"non-professionals, managers and executives",2.5
2023,construction,"professionals, managers, executives and technicians",2.8
2023,construction,"clerical, sales and services workers",2.4
2023,construction,"production and transport operators, cleaners and labourers",1.8
2023,construction,"professionals, managers and executives",2.5
2023,construction,"non-professionals, managers and executives",2
2023,services,"professionals, managers, executives and technicians",4.3
2023,services,"clerical, sales and services workers",5
2023,services,"production and transport operators, cleaners and labourers",3.8
2023,services,"professionals, managers and executives",4.2
2023,services,"non-professionals, managers and executives",4.5
2023,wholesale and retail trade,"professionals, managers, executives and technicians",2.6
2023,wholesale and retail trade,"clerical, sales and services workers",4.2
2023,wholesale and retail trade,"production and transport operators, cleaners and labourers",2.8
2023,wholesale and retail trade,"professionals, managers and executives",2.1
2023,wholesale and retail trade,"non-professionals, managers and executives",3.6
2023,wholesale trade,"professionals, managers, executives and technicians",2.6
2023,wholesale trade,"clerical, sales and services workers",4.1
2023,wholesale trade,"production and transport operators, cleaners and labourers",2.6
2023,wholesale trade,"professionals, managers and executives",2.2
2023,wholesale trade,"non-professionals, managers and executives",3.3
2023,retail trade,"professionals, managers, executives and technicians",3.1
2023,retail trade,"clerical, sales and services workers",4.3
2023,retail trade,"production and transport operators, cleaners and labourers",3.3
2023,retail trade,"professionals, managers and executives",2.2
2023,retail trade,"non-professionals, managers and executives",4.2
2023,transportation and storage,"professionals, managers, executives and technicians",2.8
2023,transportation and storage,"clerical, sales and services workers",5.2
2023,transportation and storage,"production and transport operators, cleaners and labourers",4.3
2023,transportation and storage,"professionals, managers and executives",2.5
2023,transportation and storage,"non-professionals, managers and executives",4.3
2023,land transport and supporting services,"professionals, managers, executives and technicians",3
2023,land transport and supporting services,"clerical, sales and services workers",3.8
2023,land transport and supporting services,"production and transport operators, cleaners and labourers",4
2023,land transport and supporting services,"professionals, managers and executives",-
2023,land transport and supporting services,"non-professionals, managers and executives",3.9
2023,water transport and supporting services,"professionals, managers, executives and technicians",3.1
2023,water transport and supporting services,"clerical, sales and services workers",5.2
2023,water transport and supporting services,"production and transport operators, cleaners and labourers",2.3
2023,water transport and supporting services,"professionals, managers and executives",3.3
2023,water transport and supporting services,"non-professionals, managers and executives",3
2023,air transport and supporting services,"professionals, managers, executives and technicians",3.3
2023,air transport and supporting services,"clerical, sales and services workers",6.2
2023,air transport and supporting services,"production and transport operators, cleaners and labourers",3
2023,air transport and supporting services,"professionals, managers and executives",2.7
2023,air transport and supporting services,"non-professionals, managers and executives",5.5
2023,other transport and storage services,"professionals, managers, executives and technicians",2.3
2023,other transport and storage services,"clerical, sales and services workers",3.9
2023,other transport and storage services,"production and transport operators, cleaners and labourers",5.4
2023,other transport and storage services,"professionals, managers and executives",2.1
2023,other transport and storage services,"non-professionals, managers and executives",4.5
2023,accommodation and food services,"professionals, managers, executives and technicians",4.6
2023,accommodation and food services,"clerical, sales and services workers",5.3
2023,accommodation and food services,"production and transport operators, cleaners and labourers",4.2
2023,accommodation and food services,"professionals, managers and executives",4.2
2023,accommodation and food services,"non-professionals, managers and executives",5
2023,accommodation,"professionals, managers, executives and technicians",5.4
2023,accommodation,"clerical, sales and services workers",10.7
2023,accommodation,"production and transport operators, cleaners and labourers",7.5
2023,accommodation,"professionals, managers and executives",4.5
2023,accommodation,"non-professionals, managers and executives",8.7
2023,food and beverage services,"professionals, managers, executives and technicians",4.4
2023,food and beverage services,"clerical, sales and services workers",4.7
2023,food and beverage services,"production and transport operators, cleaners and labourers",3.6
2023,food and beverage services,"professionals, managers and executives",4.1
2023,food and beverage services,"non-professionals, managers and executives",4.5
2023,information and communications,"professionals, managers, executives and technicians",6.2
2023,information and communications,"clerical, sales and services workers",3.1
2023,information and communications,"production and transport operators, cleaners and labourers",7.3
2023,information and communications,"professionals, managers and executives",6.6
2023,information and communications,"non-professionals, managers and executives",5.3
2023,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",3.6
2023,"telecommunications, broadcasting and publishing","clerical, sales and services workers",1.5
2023,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2023,"telecommunications, broadcasting and publishing","professionals, managers and executives",3.9
2023,"telecommunications, broadcasting and publishing","non-professionals, managers and executives",2.8
2023,it and other information services,"professionals, managers, executives and technicians",7
2023,it and other information services,"clerical, sales and services workers",5.4
2023,it and other information services,"production and transport operators, cleaners and labourers",8.2
2023,it and other information services,"professionals, managers and executives",7.3
2023,it and other information services,"non-professionals, managers and executives",6.6
2023,financial and insurance services,"professionals, managers, executives and technicians",3.8
2023,financial and insurance services,"clerical, sales and services workers",4.6
2023,financial and insurance services,"production and transport operators, cleaners and labourers",3.2
2023,financial and insurance services,"professionals, managers and executives",4
2023,financial and insurance services,"non-professionals, managers and executives",3.8
2023,financial services,"professionals, managers, executives and technicians",3.9
2023,financial services,"clerical, sales and services workers",4.9
2023,financial services,"production and transport operators, cleaners and labourers",3.2
2023,financial services,"professionals, managers and executives",4.1
2023,financial services,"non-professionals, managers and executives",3.9
2023,insurance services,"professionals, managers, executives and technicians",3.2
2023,insurance services,"clerical, sales and services workers",3.1
2023,insurance services,"production and transport operators, cleaners and labourers",-
2023,insurance services,"professionals, managers and executives",3.1
2023,insurance services,"non-professionals, managers and executives",3.3
2023,real estate services,"professionals, managers, executives and technicians",3.9
2023,real estate services,"clerical, sales and services workers",4.8
2023,real estate services,"production and transport operators, cleaners and labourers",3.9
2023,real estate services,"professionals, managers and executives",4.6
2023,real estate services,"non-professionals, managers and executives",3.9
2023,professional services,"professionals, managers, executives and technicians",4
2023,professional services,"clerical, sales and services workers",4.7
2023,professional services,"production and transport operators, cleaners and labourers",1.8
2023,professional services,"professionals, managers and executives",3.9
2023,professional services,"non-professionals, managers and executives",3.7
2023,"legal, accounting and management services","professionals, managers, executives and technicians",3.9
2023,"legal, accounting and management services","clerical, sales and services workers",5.2
2023,"legal, accounting and management services","production and transport operators, cleaners and labourers",5.2
2023,"legal, accounting and management services","professionals, managers and executives",3.7
2023,"legal, accounting and management services","non-professionals, managers and executives",4.5
2023,architectural and engineering services,"professionals, managers, executives and technicians",4.2
2023,architectural and engineering services,"clerical, sales and services workers",3.2
2023,architectural and engineering services,"production and transport operators, cleaners and labourers",1.4
2023,architectural and engineering services,"professionals, managers and executives",4.1
2023,architectural and engineering services,"non-professionals, managers and executives",2.8
2023,other professional services,"professionals, managers, executives and technicians",4.3
2023,other professional services,"clerical, sales and services workers",4.8
2023,other professional services,"production and transport operators, cleaners and labourers",-
2023,other professional services,"professionals, managers and executives",4.2
2023,other professional services,"non-professionals, managers and executives",4
2023,administrative and support services,"professionals, managers, executives and technicians",4.5
2023,administrative and support services,"clerical, sales and services workers",4.6
2023,administrative and support services,"production and transport operators, cleaners and labourers",4.2
2023,administrative and support services,"professionals, managers and executives",5.1
2023,administrative and support services,"non-professionals, managers and executives",4.3
2023,security and investigation,"professionals, managers, executives and technicians",2.1
2023,security and investigation,"clerical, sales and services workers",4.9
2023,security and investigation,"production and transport operators, cleaners and labourers",3.9
2023,security and investigation,"professionals, managers and executives",-
2023,security and investigation,"non-professionals, managers and executives",4.6
2023,cleaning and landscaping,"professionals, managers, executives and technicians",2
2023,cleaning and landscaping,"clerical, sales and services workers",3.1
